Year,Atoll,Island,Treatment,Transect,Area,Family,Species,Function,Structure,Coral_cover,Length,Biomass,Abundance
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,1.67,38,77.4,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,1.67,39,83.5,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,1.67,39,83.5,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2.5,1.67,40,90,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Scarus_niger,Herbivore,2.5,1.67,20,11.5,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Scarus_niger,Herbivore,2.5,1.67,23,17.9,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Scarus_niger,Herbivore,2.5,1.67,24,20.4,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Scarus_niger,Herbivore,2.5,1.67,24,20.4,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,3,150,Scaridae,Scarus_niger,Herbivore,2.5,1.67,25,23.2,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3,11.67,13,3.3,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3,11.67,13,3.3,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3,11.67,13,3.3,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3,11.67,13,3.3,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3,11.67,13,3.3,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,3,11.67,13,3.3,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,11.67,38,77.4,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,11.67,39,83.5,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Scarus_niger,Herbivore,3,11.67,28,33.1,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Scarus_niger,Herbivore,3,11.67,29,37,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Scarus_niger,Herbivore,3,11.67,30,41.1,66.7
2018,Great_Chagos_Bank,Middle_Brother,No_rats,4,150,Scaridae,Scarus_niger,Herbivore,3,11.67,36,72.9,66.7
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,1.5,5,42,103.8,66.7
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,1.5,5,49,163.1,66.7
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,2,150,Scaridae,Hipposcarus_harid,Herbivore,1.5,5,42,78.8,66.7
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,1.5,1.67,52,194.1,66.7
2018,Peros_Banhos,Grande_Ile_Coquillage,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,1.5,1.67,40,90,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,150,Scaridae,Scarus_ghobban,Herbivore,2,5,35,57.5,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,5,32,46.8,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,5,32,46.8,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,1,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,5,32,46.8,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,10,1.5,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,10,1.5,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,10,1.5,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2,11.67,39,83.5,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,2,150,Scaridae,Scarus_prasiognathos,Herbivore,2,11.67,43,110,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,0,10,1.5,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,0,10,1.5,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,150,Scaridae,Scarus_frenatus,Herbivore,2.5,0,14,6,66.7
2018,Peros_Banhos,Grande_Ile_Mapou,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,0,29,35.1,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,0,10,1.5,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,0,12,2.6,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,0,12,2.6,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,1,150,Scaridae,Hipposcarus_harid,Herbivore,2.5,0,30,28.7,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,1,150,Scaridae,Hipposcarus_harid,Herbivore,2.5,0,30,28.7,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,10,1.5,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,10,1.5,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,10,1.5,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,10,1.5,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,10,1.5,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,10,1.5,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,12,2.6,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,0,13,3.3,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,2,0,42,103.8,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Hipposcarus_harid,Herbivore,2,0,32,34.8,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Hipposcarus_harid,Herbivore,2,0,33,38.2,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,28,31.6,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,32,46.8,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,33,51.2,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,33,51.2,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,33,51.2,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,33,51.2,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,33,51.2,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,0,34,55.9,66.7
2018,Peros_Banhos,Ile_Longue,No_rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,3.33,51,183.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,8.33,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,8.33,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,8.33,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,8.33,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,8.33,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,8.33,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,8.33,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,8.33,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,2,150,Scaridae,Scarus_niger,Herbivore,1.5,8.33,15,4.7,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,11.67,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Hipposcarus_harid,Herbivore,2,11.67,37,53.9,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Hipposcarus_harid,Herbivore,2,11.67,37,53.9,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Hipposcarus_harid,Herbivore,2,11.67,37,53.9,66.7
2018,Peros_Banhos,Ile_Poule,Rats,3,150,Scaridae,Hipposcarus_harid,Herbivore,2,11.67,37,53.9,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,10,1.5,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,11,2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,12,2.6,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,13,3.3,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,14,4.2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,14,4.2,66.7
2018,Peros_Banhos,Ile_Poule,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,10,14,4.2,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,13,3.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,14,4.2,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,17,7.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,17,7.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,13.33,23,17.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,1,150,Scaridae,Scarus_scaber,Herbivore,2.5,13.33,13,3.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,26,25.5,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,27,28.4,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,29,35.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,29,35.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Chlorurus_sordidus,Herbivore,1.5,18.33,35,60.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,2,150,Scaridae,Scarus_frenatus,Herbivore,1.5,18.33,27,44.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,150,Scaridae,Chlorurus_sordidus,Herbivore,2,16.67,17,7.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_niger,Herbivore,2,16.67,19,9.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,3,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2,16.67,44,119,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,10,1.5,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,12,2.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,13,3.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,13,3.3,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Chlorurus_sordidus,Herbivore,2.5,6.67,14,4.2,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,29,35.1,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,30,38.7,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,31,42.6,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,32,46.8,66.7
2018,Peros_Banhos,PB_Ile_Anglaise,Rats,4,150,Scaridae,Scarus_rubroviolaceus,Herbivore,2.5,6.67,34,55.9,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,12,2.6,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,17,7.3,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,19,10.2,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,22,15.6,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,23,17.8,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_sordidus,Herbivore,3,44.07,30,38.7,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,44.07,26,25.5,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Chlorurus_strongylocephalus,Herbivore,3,44.07,42,103.8,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Scarus_niger,Herbivore,3,44.07,17,6.9,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Scarus_niger,Herbivore,3,44.07,22,15.5,66.7
2018,Salomon,Ile_de_la_Passe,No_rats,1,150,Scaridae,Scarus_niger,Herbivore,3,44.07,30,41.1,66.7
